Algorithm,Iterations,Dataset,Learning Rate,Training Calibration Error,Testing Calibration Error,Testing Calibration Error (Ergodic)
Hedge-Hedge,1,AdultIncome,0.95+0.98,0.12607236105930622,0.12216144538372285,0.0012216144538372284
Hedge-Hedge,4,AdultIncome,0.95+0.98,0.08995332207167699,0.08271175203049894,0.0011120204055325182
Hedge-Hedge,7,AdultIncome,0.95+0.98,0.046359702926958075,0.04968694943327394,0.0004968694943327394
Hedge-Hedge,10,AdultIncome,0.95+0.98,0.0383163187205942,0.01845561077478722,0.0001845561077478722
Hedge-Hedge,13,AdultIncome,0.95+0.98,0.03854169008766506,0.01927946369067941,0.0001793240911810246
Hedge-Hedge,16,AdultIncome,0.95+0.98,0.03854169008766506,0.01927946369067941,8.650316024214802e-05
Hedge-Hedge,19,AdultIncome,0.95+0.98,0.03854169008766506,0.01927946369067941,8.218065385092976e-05
Hedge-Hedge,22,AdultIncome,0.95+0.98,0.03854169008766506,0.01927946369067941,8.218065385092976e-05
Hedge-Hedge,25,AdultIncome,0.95+0.98,0.026366305925943415,0.019977092244430752,0.0001997709224443075
Hedge-Hedge,28,AdultIncome,0.95+0.98,0.026366305925943415,0.011061398305586435,8.361865992328777e-05
Hedge-Hedge,31,AdultIncome,0.95+0.98,0.026366305925943415,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,34,AdultIncome,0.95+0.98,0.026366305925943415,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,37,AdultIncome,0.95+0.98,0.015181865180618693,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,40,AdultIncome,0.95+0.98,0.006921221332805516,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,43,AdultIncome,0.95+0.98,0.0019286362879814324,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,46,AdultIncome,0.95+0.98,0.0039231630035349435,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,49,AdultIncome,0.95+0.98,0.005223058562950259,0.019383776767041398,0.00019383776767041398
Hedge-Hedge,1,AdultIncome,0.9+0.98,0.124974097558954,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.9+0.98,0.06575489485968516,0.07946876219057998,0.0008309460905062238
Hedge-Hedge,7,AdultIncome,0.9+0.98,0.05760771575598483,0.05832087168034724,0.0008309460905062238
Hedge-Hedge,10,AdultIncome,0.9+0.98,0.046231832559004926,0.05832087168034724,0.0007354498488972367
Hedge-Hedge,13,AdultIncome,0.9+0.98,0.046231832559004926,0.05832087168034724,0.0007354498488972367
Hedge-Hedge,16,AdultIncome,0.9+0.98,0.02855476716592591,0.05832087168034724,0.0006818132845568026
Hedge-Hedge,19,AdultIncome,0.9+0.98,0.02694009688549905,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,22,AdultIncome,0.9+0.98,0.02694009688549905,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,25,AdultIncome,0.9+0.98,0.02694009688549905,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,28,AdultIncome,0.9+0.98,0.02694009688549905,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,31,AdultIncome,0.9+0.98,0.024311484949314736,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,34,AdultIncome,0.9+0.98,0.024311484949314736,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,37,AdultIncome,0.9+0.98,0.024311484949314736,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,40,AdultIncome,0.9+0.98,0.024311484949314736,0.05832087168034724,0.0006689381226130679
Hedge-Hedge,43,AdultIncome,0.9+0.98,0.02404475922291332,0.05832087168034724,0.0006681288111539961
Hedge-Hedge,46,AdultIncome,0.9+0.98,0.023636024738197096,0.05832087168034724,0.0006668886101930252
Hedge-Hedge,49,AdultIncome,0.9+0.98,0.023166455341513383,0.05832087168034724,0.0006654638211458918
OGD-OGD,1,AdultIncome,0.95+0.98,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD-OGD,4,AdultIncome,0.95+0.98,0.054080946638998165,0.05157171674589187,0.0005157171674589188
OGD-OGD,7,AdultIncome,0.95+0.98,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,10,AdultIncome,0.95+0.98,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,13,AdultIncome,0.95+0.98,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,16,AdultIncome,0.95+0.98,0.084318349675598,0.06451436077403312,0.0010131197390183025
OGD-OGD,19,AdultIncome,0.95+0.98,0.013383653045950895,0.03679761312779712,0.00037933281043824095
OGD-OGD,22,AdultIncome,0.95+0.98,0.013383653045950895,0.03679761312779712,0.00037933281043824095
OGD-OGD,25,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,28,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,31,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,34,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,37,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,40,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,43,AdultIncome,0.95+0.98,0.008608650308242474,0.03679761312779712,0.00037933281043824095
OGD-OGD,46,AdultIncome,0.95+0.98,0.01207972362792145,0.03679761312779712,0.0005204330393985774
OGD-OGD,49,AdultIncome,0.95+0.98,0.01207972362792145,0.03679761312779712,0.0005204330393985774
OGD-OGD,1,AdultIncome,0.9+0.98,0.12607236105930622,0.12216144538372285,0.0012216144538372284
OGD-OGD,4,AdultIncome,0.9+0.98,0.06352471027415776,0.08271175203049894,0.0010318294968276716
OGD-OGD,7,AdultIncome,0.9+0.98,0.044272295804172065,0.08271175203049894,0.0009734129359073055
OGD-OGD,10,AdultIncome,0.9+0.98,0.03413447012691373,0.06368720376303515,0.0007524067965784663
OGD-OGD,13,AdultIncome,0.9+0.98,0.02582185536573947,0.04825726734932391,0.0005728849146443935
OGD-OGD,16,AdultIncome,0.9+0.98,0.02582185536573947,0.04825726734932391,0.0005728849146443935
OGD-OGD,19,AdultIncome,0.9+0.98,0.02582185536573947,0.04825726734932391,0.0005728849146443935
OGD-OGD,22,AdultIncome,0.9+0.98,0.020449868490851224,0.04825726734932391,0.0005565849851457041
OGD-OGD,25,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.0005400740215344612
OGD-OGD,28,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.000528858274592586
OGD-OGD,31,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.0005211061037042489
OGD-OGD,34,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.0005156748470403714
OGD-OGD,37,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.0005118302090644785
OGD-OGD,40,AdultIncome,0.9+0.98,0.01910759450350517,0.04825726734932391,0.0005090875569957458
OGD-OGD,43,AdultIncome,0.9+0.98,0.016657334233788807,0.04825726734932391,0.0005077051336150829
OGD-OGD,46,AdultIncome,0.9+0.98,0.014674613425784163,0.04825726734932391,0.0005077051336150829
OGD-OGD,49,AdultIncome,0.9+0.98,0.013234562584703012,0.04825726734932391,0.0005077051336150829
Hedge-Hedge,1,AdultIncome,0.95+0.99,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.95+0.99,0.08995332207167699,0.08674565057921405,0.0008674565057921404
Hedge-Hedge,7,AdultIncome,0.95+0.99,0.053782530129749984,0.04368811728720645,0.0008048573041500356
Hedge-Hedge,10,AdultIncome,0.95+0.99,0.053782530129749984,0.04368811728720645,0.0008048573041500356
Hedge-Hedge,13,AdultIncome,0.95+0.99,0.04051658170444609,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,16,AdultIncome,0.95+0.99,0.04051658170444609,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,19,AdultIncome,0.95+0.99,0.04051658170444609,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,22,AdultIncome,0.95+0.99,0.024899947184015715,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,25,AdultIncome,0.95+0.99,0.024899947184015715,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,28,AdultIncome,0.95+0.99,0.024899947184015715,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,31,AdultIncome,0.95+0.99,0.024899947184015715,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,34,AdultIncome,0.95+0.99,0.024899947184015715,0.03679761312779712,0.00026822181996961734
Hedge-Hedge,37,AdultIncome,0.95+0.99,0.02267481640439551,0.03679761312779712,0.0003385166768749712
Hedge-Hedge,40,AdultIncome,0.95+0.99,0.02267481640439551,0.03679761312779712,0.00040734887712735315
Hedge-Hedge,43,AdultIncome,0.95+0.99,0.02267481640439551,0.03679761312779712,0.00040734887712735315
Hedge-Hedge,46,AdultIncome,0.95+0.99,0.02267481640439551,0.03679761312779712,0.00040734887712735315
Hedge-Hedge,49,AdultIncome,0.95+0.99,0.020733528549983653,0.03679761312779712,0.00040734887712735315
Hedge-Hedge,1,AdultIncome,0.9+0.99,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.9+0.99,0.09355037399827716,0.0902726672580705,0.000902726672580705
Hedge-Hedge,7,AdultIncome,0.9+0.99,0.07343710491938658,0.07055100714441599,0.0008758348080439639
Hedge-Hedge,10,AdultIncome,0.9+0.99,0.07343710491938658,0.07055100714441599,0.00070551007144416
Hedge-Hedge,13,AdultIncome,0.9+0.99,0.05480106818221245,0.05227781739318534,0.0006853472240892579
Hedge-Hedge,16,AdultIncome,0.9+0.99,0.05480106818221245,0.03944189660390831,0.0006853472240892579
Hedge-Hedge,19,AdultIncome,0.9+0.99,0.05480106818221245,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,22,AdultIncome,0.9+0.99,0.05480106818221245,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,25,AdultIncome,0.9+0.99,0.04711104627634553,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,28,AdultIncome,0.9+0.99,0.04177819538993165,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,31,AdultIncome,0.9+0.99,0.03803923333549415,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,34,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,37,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,40,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,43,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,46,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
Hedge-Hedge,49,AdultIncome,0.9+0.99,0.03625974335855887,0.03679761312779712,0.0006853472240892579
OGD-OGD,1,AdultIncome,0.95+0.99,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD-OGD,4,AdultIncome,0.95+0.99,0.02992340711206775,0.03679761312779712,0.00031773615785461875
OGD-OGD,7,AdultIncome,0.95+0.99,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,10,AdultIncome,0.95+0.99,0.017640064298535825,0.03679761312779712,0.00031773615785461875
OGD-OGD,13,AdultIncome,0.95+0.99,0.10266887504829379,0.07702990858663201,0.0011382752171442915
OGD-OGD,16,AdultIncome,0.95+0.99,0.012526494255960988,0.03679761312779712,0.0003897356036431973
OGD-OGD,19,AdultIncome,0.95+0.99,0.012526494255960988,0.03679761312779712,0.0003897356036431973
OGD-OGD,22,AdultIncome,0.95+0.99,0.012526494255960988,0.03679761312779712,0.0003897356036431973
OGD-OGD,25,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,28,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,31,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,34,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,37,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,40,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,43,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,46,AdultIncome,0.95+0.99,0.007083373720171051,0.03679761312779712,0.0003897356036431973
OGD-OGD,49,AdultIncome,0.95+0.99,0.012622383008852758,0.03679761312779712,0.0005241341211333307
OGD-OGD,1,AdultIncome,0.9+0.99,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD-OGD,4,AdultIncome,0.9+0.99,0.0573907210152915,0.054817049219997055,0.0005481704921999705
OGD-OGD,7,AdultIncome,0.9+0.99,0.02459445292915458,0.03679761312779712,0.0004486585480954399
OGD-OGD,10,AdultIncome,0.9+0.99,0.02459445292915458,0.03679761312779712,0.0004486585480954399
OGD-OGD,13,AdultIncome,0.9+0.99,0.02459445292915458,0.03679761312779712,0.0004486585480954399
OGD-OGD,16,AdultIncome,0.9+0.99,0.02459445292915458,0.03679761312779712,0.0004486585480954399
OGD-OGD,19,AdultIncome,0.9+0.99,0.01781111508447763,0.03679761312779712,0.0004280762326115947
OGD-OGD,22,AdultIncome,0.9+0.99,0.010736061845604302,0.03679761312779712,0.00040675638250047707
OGD-OGD,25,AdultIncome,0.9+0.99,0.006071714627169622,0.03679761312779712,0.00040675638250047707
OGD-OGD,28,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,31,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,34,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,37,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,40,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,43,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,46,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,49,AdultIncome,0.9+0.99,0.004587755957685744,0.03679761312779712,0.00040675638250047707
Hedge-Hedge,1,AdultIncome,0.95+0.95,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.95+0.95,0.08995332207167699,0.08674565057921405,0.0008674565057921404
Hedge-Hedge,7,AdultIncome,0.95+0.95,0.0641906836098283,0.06148461532021731,0.0008048573041500356
Hedge-Hedge,10,AdultIncome,0.95+0.95,0.053782530129749984,0.04368811728720645,0.0008048573041500356
Hedge-Hedge,13,AdultIncome,0.95+0.95,0.04264763851938806,0.03679761312779712,0.0005034718662496471
Hedge-Hedge,16,AdultIncome,0.95+0.95,0.04264763851938806,0.03679761312779712,0.0005034718662496471
Hedge-Hedge,19,AdultIncome,0.95+0.95,0.04264763851938806,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,22,AdultIncome,0.95+0.95,0.04264763851938806,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,25,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,28,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,31,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,34,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,37,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,40,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,43,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,46,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,49,AdultIncome,0.95+0.95,0.026059056207585952,0.03679761312779712,0.00029926130596216293
Hedge-Hedge,1,AdultIncome,0.9+0.95,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.9+0.95,0.09960737395031749,0.08271175203049894,0.0011413131734903333
Hedge-Hedge,7,AdultIncome,0.9+0.95,0.09960737395031749,0.08271175203049894,0.0011413131734903333
Hedge-Hedge,10,AdultIncome,0.9+0.95,0.0860188915495799,0.07312756306759122,0.0010042404859675414
Hedge-Hedge,13,AdultIncome,0.9+0.95,0.0860188915495799,0.08444312194251871,0.0008444312194251871
Hedge-Hedge,16,AdultIncome,0.9+0.95,0.0860188915495799,0.08444312194251871,0.0008444312194251871
Hedge-Hedge,19,AdultIncome,0.9+0.95,0.07532104171910137,0.0738943537447455,0.000738943537447455
Hedge-Hedge,22,AdultIncome,0.9+0.95,0.06354445057080634,0.06226517343140138,0.0006226517343140138
Hedge-Hedge,25,AdultIncome,0.9+0.95,0.06049601156356059,0.055764781219783344,0.0005576478121978334
Hedge-Hedge,28,AdultIncome,0.9+0.95,0.06049601156356059,0.051872727167089766,0.0005372302864163171
Hedge-Hedge,31,AdultIncome,0.9+0.95,0.06049601156356059,0.04913131022640924,0.0005372302864163171
Hedge-Hedge,34,AdultIncome,0.9+0.95,0.06049601156356059,0.04718505543594395,0.0005372302864163171
Hedge-Hedge,37,AdultIncome,0.9+0.95,0.06049601156356059,0.04620754841884756,0.0005262629701002147
Hedge-Hedge,40,AdultIncome,0.9+0.95,0.06049601156356059,0.04620754841884756,0.0004996290456957857
Hedge-Hedge,43,AdultIncome,0.9+0.95,0.06049601156356059,0.04620754841884756,0.0004803189956683501
Hedge-Hedge,46,AdultIncome,0.9+0.95,0.0602284096251896,0.04612635140867705,0.00047048496749082077
Hedge-Hedge,49,AdultIncome,0.9+0.95,0.05957751202088654,0.04592885306573433,0.00047048496749082077
OGD-OGD,1,AdultIncome,0.95+0.95,0.12607236105930622,0.12216144538372285,0.0012216144538372284
OGD-OGD,4,AdultIncome,0.95+0.95,0.05722354058659452,0.08271175203049894,0.0010127101981289575
OGD-OGD,7,AdultIncome,0.95+0.95,0.035694149259155275,0.04571534809471098,0.0005774206900087858
OGD-OGD,10,AdultIncome,0.95+0.95,0.024149666043601168,0.021485170916608502,0.00021485170916608502
OGD-OGD,13,AdultIncome,0.95+0.95,0.024149666043601168,0.021485170916608502,0.00021485170916608502
OGD-OGD,16,AdultIncome,0.95+0.95,0.08220102659331291,0.06307028995138043,0.0005104883841376172
OGD-OGD,19,AdultIncome,0.95+0.95,0.018733232194854777,0.013627770541854024,9.228458598750613e-05
OGD-OGD,22,AdultIncome,0.95+0.95,0.018733232194854777,0.013627770541854024,9.228458598750613e-05
OGD-OGD,25,AdultIncome,0.95+0.95,0.006543417203819842,0.013627770541854024,0.0001044609874699947
OGD-OGD,28,AdultIncome,0.95+0.95,0.006543417203819842,0.013627770541854024,0.0001044609874699947
OGD-OGD,31,AdultIncome,0.95+0.95,0.006178650012783267,0.013627770541854024,0.00012705516630936824
OGD-OGD,34,AdultIncome,0.95+0.95,0.006178650012783267,0.013627770541854024,0.00012705516630936824
OGD-OGD,37,AdultIncome,0.95+0.95,0.006178650012783267,0.014175670088178573,0.00014175670088178573
OGD-OGD,40,AdultIncome,0.95+0.95,0.006178650012783267,0.014175670088178573,0.00014175670088178573
OGD-OGD,43,AdultIncome,0.95+0.95,0.006178650012783267,0.014175670088178573,0.00014175670088178573
OGD-OGD,46,AdultIncome,0.95+0.95,0.006178650012783267,0.014175670088178573,0.00014175670088178573
OGD-OGD,49,AdultIncome,0.95+0.95,0.006178650012783267,0.014175670088178573,0.00014175670088178573
OGD-OGD,1,AdultIncome,0.9+0.95,0.124974097558954,0.1290402784684237,0.001290402784684237
OGD-OGD,4,AdultIncome,0.9+0.95,0.0573907210152915,0.054817049219997055,0.0005481704921999705
OGD-OGD,7,AdultIncome,0.9+0.95,0.02459445292915458,0.03679761312779712,0.0004486585480954401
OGD-OGD,10,AdultIncome,0.9+0.95,0.02459445292915458,0.03679761312779712,0.0004486585480954401
OGD-OGD,13,AdultIncome,0.9+0.95,0.02459445292915458,0.03679761312779712,0.0004486585480954401
OGD-OGD,16,AdultIncome,0.9+0.95,0.02459445292915458,0.03679761312779712,0.0004486585480954401
OGD-OGD,19,AdultIncome,0.9+0.95,0.01743361384907299,0.03679761312779712,0.0004269308010113189
OGD-OGD,22,AdultIncome,0.9+0.95,0.012902043618339402,0.03679761312779712,0.0004131809023240003
OGD-OGD,25,AdultIncome,0.9+0.95,0.008059079416519684,0.03679761312779712,0.00040675638250047707
OGD-OGD,28,AdultIncome,0.9+0.95,0.004784018482540459,0.03679761312779712,0.00040675638250047707
OGD-OGD,31,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,34,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,37,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,40,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,43,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,46,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
OGD-OGD,49,AdultIncome,0.9+0.95,0.004587755957685744,0.03679761312779712,0.00040675638250047707
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.09170371645020979,0.08271175203049894,0.0011173315326125858
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.0657685079109543,0.06366099258116029,0.000848130136259814
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.0501567450327713,0.05351968175912062,0.0005351968175912062
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.04400965121804746,0.034420021303003985,0.00034420021303003986
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.04400965121804746,0.034420021303003985,0.00034420021303003986
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.033105571821691,0.014563924022233601,0.0002446955029428071
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.03162767948042187,0.014563924022233601,0.00011871783332131241
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.03162767948042187,0.014563924022233601,2.259477394751068e-05
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.03162767948042187,0.014563924022233601,4.153007907183978e-05
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.024219174774033413,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.024219174774033413,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.024219174774033413,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.024219174774033413,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.024219174774033413,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.0195616714877582,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.013850026098638602,0.018590871730492477,0.00018590871730492478
Hedge-Hedge,1,AdultIncome,0.9+0.9,0.12607236105930622,0.1290402784684237,0.001290402784684237
Hedge-Hedge,4,AdultIncome,0.9+0.9,0.09355037399827716,0.0902726672580705,0.000902726672580705
Hedge-Hedge,7,AdultIncome,0.9+0.9,0.07343710491938658,0.05078586767659927,0.0008758348080439639
Hedge-Hedge,10,AdultIncome,0.9+0.9,0.07343710491938658,0.05078586767659927,0.0008758348080439639
Hedge-Hedge,13,AdultIncome,0.9+0.9,0.06437216085283717,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,16,AdultIncome,0.9+0.9,0.056576704786440835,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,19,AdultIncome,0.9+0.9,0.056576704786440835,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,22,AdultIncome,0.9+0.9,0.056576704786440835,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,25,AdultIncome,0.9+0.9,0.05161538347082894,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,28,AdultIncome,0.9+0.9,0.04609414634967779,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,31,AdultIncome,0.9+0.9,0.04221528226805607,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,34,AdultIncome,0.9+0.9,0.039466547065419064,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,37,AdultIncome,0.9+0.9,0.03900194598521899,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,40,AdultIncome,0.9+0.9,0.03900194598521899,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,43,AdultIncome,0.9+0.9,0.03900194598521899,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,46,AdultIncome,0.9+0.9,0.03900194598521899,0.03679761312779712,0.0007040497774978185
Hedge-Hedge,49,AdultIncome,0.9+0.9,0.03900194598521899,0.03679761312779712,0.0007040497774978185
OGD-OGD,1,AdultIncome,0.95+0.9,0.12607236105930622,0.12216144538372285,0.0012216144538372284
OGD-OGD,4,AdultIncome,0.95+0.9,0.05722354058659452,0.08271175203049894,0.0010127101981289575
OGD-OGD,7,AdultIncome,0.95+0.9,0.024149666043601168,0.025851513332202612,0.0003172976805016138
OGD-OGD,10,AdultIncome,0.95+0.9,0.015430577158179318,0.025851513332202612,0.0003172976805016138
OGD-OGD,13,AdultIncome,0.95+0.9,0.015430577158179318,0.025851513332202612,0.0003172976805016138
OGD-OGD,16,AdultIncome,0.95+0.9,0.09257008185791832,0.07014226224099915,0.0005812081070338044
OGD-OGD,19,AdultIncome,0.95+0.9,0.015430577158179318,0.01704727755830216,0.0002292553227626093
OGD-OGD,22,AdultIncome,0.95+0.9,0.015430577158179318,0.01704727755830216,0.0002292553227626093
OGD-OGD,25,AdultIncome,0.95+0.9,0.003857711215965101,0.01704727755830216,0.00019414040097497922
OGD-OGD,28,AdultIncome,0.95+0.9,0.003857711215965101,0.01704727755830216,0.00019414040097497922
OGD-OGD,31,AdultIncome,0.95+0.9,0.0030110252070461407,0.01704727755830216,0.00017329896519941397
OGD-OGD,34,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,37,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,40,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,43,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,46,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,49,AdultIncome,0.95+0.9,0.005827495497029674,0.01704727755830216,0.000164753101586737
OGD-OGD,1,AdultIncome,0.9+0.9,0.12607236105930622,0.12216144538372285,0.0012216144538372284
OGD-OGD,4,AdultIncome,0.9+0.9,0.06352471027415776,0.08271175203049894,0.0010318294968276716
OGD-OGD,7,AdultIncome,0.9+0.9,0.044272295804172065,0.08271175203049894,0.0009734129359073055
