Algorithm,Iterations,Dataset,Learning Rate,Training Calibration Error,Testing Calibration Error,Testing Calibration Error (Ergodic),Validation Calibration Error
OGD,13,Bank Market,0.95+0,0.12815399104443143,0.11104707068558357,0.000932309102676119,0.10802452095240063
OGD,25,Bank Market,0.95+0,0.030724356794032577,0.023830673863379965,0.00026535530985003495,0.03657378553434901
OGD,37,Bank Market,0.95+0,0.01393107064594422,0.02792145151911963,0.00018963681812702782,0.04567090649150348
OGD,49,Bank Market,0.95+0,0.005728714424152123,0.029075197939444162,0.0002740608819661556,0.03698604359327505
OGD,61,Bank Market,0.95+0,0.0035860232669996293,0.02768115675538824,0.0002950957346956028,0.03692355709372792
OGD,73,Bank Market,0.95+0,0.003175477889603277,0.02760346163729366,0.00029054128567412266,0.03685539691709069
OGD,85,Bank Market,0.95+0,0.004530002423549654,0.02861120280507728,0.0002674745429826591,0.03615153496492732
OGD,97,Bank Market,0.95+0,0.0029447029495211926,0.028801396791288878,0.00025581603271891375,0.037285289535603526
Hedge,1,Bank Market,0.95+0,0.5729641943301912,0.5755923646050536,0.005755923646050536,0.5664338509046202
Hedge,13,Bank Market,0.95+0,0.010925343491149922,0.007839531630632937,0.00014884368608428242,0.009694347134674335
Hedge,25,Bank Market,0.95+0,0.0125400393224453,0.01394312038479694,0.0002082204083295857,0.020289107720509764
Hedge,37,Bank Market,0.95+0,0.0037086658361574374,0.0055264204967904,0.00012469599306246562,0.009177840608937634
Hedge,49,Bank Market,0.95+0,0.002914130762073415,0.0060092677852909655,0.00012381010505952198,0.011141181695351682
Hedge,61,Bank Market,0.95+0,0.007841547109474318,0.009949826062163386,0.00016480273363439566,0.013453967544591014
Hedge,73,Bank Market,0.95+0,0.003534399951062535,0.012981496459531781,0.00019181400799608248,0.01580485046374862
Hedge,85,Bank Market,0.95+0,0.0028253849274333235,0.012194301184132162,0.00018113153183454617,0.014994793779175418
Hedge,97,Bank Market,0.95+0,0.002666975005092781,0.011724171920410094,0.00017303567828847916,0.014544399522496887
Prod,1,Bank Market,0.95+0,0.4841370456470857,0.4871308333051329,0.004871308333051329,0.47771600813274023
Prod,13,Bank Market,0.95+0,0.012023420421049334,0.025895825038834416,0.00037151603580089747,0.03907992641205987
Prod,25,Bank Market,0.95+0,0.004350778097668053,0.019501078804062287,0.00020184973567501495,0.031370547101745444
Prod,37,Bank Market,0.95+0,0.0028681167879160453,0.0211684259863167,0.0002947674092812695,0.027064306221722213
Prod,49,Bank Market,0.95+0,0.0020553583141939636,0.023338379418510035,0.0003216227157392286,0.027762550642637832
Prod,61,Bank Market,0.95+0,0.0017538561130781493,0.026177918107693432,0.00034334690192172097,0.028901982046044557
Prod,73,Bank Market,0.95+0,0.001614237318009002,0.02730897817576604,0.0003577518734824928,0.03141432727027645
Prod,85,Bank Market,0.95+0,0.0015393669378441727,0.026310387393176937,0.00035547433619804384,0.031155919162584506
Prod,97,Bank Market,0.95+0,0.0015010367925614929,0.026024029114385436,0.0003560294388646088,0.031164442044161363
GD,1,Bank Market,0.95+0,0.8372979426891991,0.8388381008552049,0.00838838100855205,0.8304423243712054
GD,13,Bank Market,0.95+0,0.469148985500893,0.4708008860178689,0.004732337966636961,0.46168090263156514
GD,25,Bank Market,0.95+0,0.4357492840763918,0.43763204400139427,0.004400649546472214,0.42840661094378873
GD,37,Bank Market,0.95+0,0.13424153548073153,0.07879233663411545,0.001476907319307407,0.08395719959951164
GD,49,Bank Market,0.95+0,0.02497790395153904,0.08872479745902026,0.0010798723412024406,0.0973775414633974
GD,61,Bank Market,0.95+0,0.023016843113683585,0.07569165657485025,0.0011509247017204276,0.08055084407680621
GD,73,Bank Market,0.95+0,0.014662689196272805,0.07474598726656796,0.0010934941494906854,0.07909890826095725
GD,85,Bank Market,0.95+0,0.01793991667293464,0.07492482248293258,0.0011143908836959275,0.078791900997666
GD,97,Bank Market,0.95+0,0.02817421277482108,0.0672684045578367,0.0012909848585076756,0.06409239621081769
OGD,1,Bank Market,0.8+0,0.40649951654410416,0.4098128645015466,0.004098128645015466,0.4001740155970103
OGD,13,Bank Market,0.8+0,0.022075626252604844,0.020181204800413972,0.000237606046079149,0.018551355102471297
OGD,25,Bank Market,0.8+0,0.018552968793375216,0.020181204800413972,0.00022271034470801041,0.018551355102471297
OGD,37,Bank Market,0.8+0,0.8371507628358252,0.8386915268021261,0.008386915268021261,0.8302953256294425
OGD,49,Bank Market,0.8+0,0.8368766313911209,0.8384192901594812,0.008384192901594813,0.8300222234979012
OGD,61,Bank Market,0.8+0,0.8368577932231289,0.8384005822012844,0.008384005822012845,0.8300034560637649
OGD,73,Bank Market,0.8+0,0.83685649867409,0.8383992966001951,0.00838399296600195,0.8300021663755202
OGD,85,Bank Market,0.8+0,0.836856409713357,0.8383992082543601,0.0083839920825436,0.8300020777488181
OGD,97,Bank Market,0.8+0,0.8368564036000227,0.8383992021832815,0.008383992021832815,0.830002071658438
Hedge,1,Bank Market,0.8+0,0.6135074188038997,0.6159687109580786,0.006159687109580786,0.60692718506708
Hedge,13,Bank Market,0.8+0,0.041337192846577636,0.0389258125793761,0.00042839567228336427,0.04122782813972399
Hedge,25,Bank Market,0.8+0,0.0332159254221032,0.03069192416317799,0.00034437713944700027,0.03304662185305752
Hedge,37,Bank Market,0.8+0,0.03268049800037363,0.03014907174679168,0.00033883390917868343,0.032507242719265174
Hedge,49,Bank Market,0.8+0,0.03264380888795786,0.030111873851201017,0.00033845405159357877,0.03247028282354211
Hedge,61,Bank Market,0.8+0,0.03264128812744252,0.030109318134251408,0.0003384279530274583,0.03246774345860085
Hedge,73,Bank Market,0.8+0,0.03264111490444122,0.03010914250909496,0.00033842615957148923,0.0324675689571306
Hedge,85,Bank Market,0.8+0,0.8372979410480895,0.83883809922085,0.0083883809922085,0.8304423227321149
Hedge,97,Bank Market,0.8+0,0.8372979349347521,0.8388380931497688,0.008388380931497687,0.8304423166417331
Prod,1,Bank Market,0.8+0,0.5538398542738183,0.556546741374226,0.00556546741374226,0.547333044232437
Prod,13,Bank Market,0.8+0,0.020825357538484576,0.020402477577943907,0.00020969596578867256,0.0222289818734202
Prod,25,Bank Market,0.8+0,0.024244406470369916,0.01867485354795789,0.0002450832154210001,0.020288312167742274
Prod,37,Bank Market,0.8+0,0.02392407024320621,0.0187001060264292,0.0002450389900851073,0.020313441946019962
Prod,49,Bank Market,0.8+0,0.02390760105124898,0.01869995288207038,0.0002449931833598072,0.020311270336327052
Prod,61,Bank Market,0.8+0,0.023906360415796125,0.01869985241057949,0.0002449879932346964,0.020310935172008264
Prod,73,Bank Market,0.8+0,0.02390627516138154,0.018699845506334405,0.00024498763657787505,0.020310912140069578
Prod,85,Bank Market,0.8+0,0.02390626930274982,0.018699845031878805,0.00024498761206863417,0.020310910557328563
Prod,97,Bank Market,0.8+0,0.02390626890014762,0.01869984499927447,0.00024498761038437163,0.020310910448563445
GD,1,Bank Market,0.8+0,0.8372979426891991,0.8388381008552049,0.00838838100855205,0.8304423243712054
GD,13,Bank Market,0.8+0,0.054713766934069624,0.0296986229782045,0.00047619909207905007,0.03317074305819735
GD,25,Bank Market,0.8+0,0.016379532573029938,0.045977274102968514,0.0005468435674597822,0.03452927467780897
GD,37,Bank Market,0.8+0,0.020120810034242664,0.05540531774324838,0.0005782211993567063,0.0427056848675642
GD,49,Bank Market,0.8+0,0.020391613639477488,0.055505079980579075,0.0005802763158726524,0.042810698983752775
GD,61,Bank Market,0.8+0,0.02041048996813542,0.05551187437051969,0.0005804162812879852,0.04281785105726029
GD,73,Bank Market,0.8+0,0.020411703625913526,0.0555123089655434,0.0005804252340083225,0.04281830853108555
GD,85,Bank Market,0.8+0,0.020411789638756662,0.055512342004992596,0.0005804259146257512,0.04281834330986191
GD,97,Bank Market,0.8+0,0.02041179552503987,0.0555123442957292,0.0005804259618152588,0.04281834572119186
Hedge-Hedge,1,Bank Market,0.95+0.98,0.5729641943301909,0.5755923646050536,0.005755923646050536,0.5664338509046198
Hedge-Hedge,13,Bank Market,0.95+0.98,0.6925806045373593,0.6947164271512389,0.006947164271512389,0.6859030675914615
Hedge-Hedge,25,Bank Market,0.95+0.98,0.318688395871301,0.32138028301006444,0.0032270187756881117,0.3117852648466922
Hedge-Hedge,37,Bank Market,0.95+0.98,0.15049133292606612,0.15434580154691505,0.001556673961056618,0.14421975094178108
Hedge-Hedge,49,Bank Market,0.95+0.98,0.15049133292606612,0.15434580154691505,0.001556673961056618,0.14421975094178108
Hedge-Hedge,61,Bank Market,0.95+0.98,0.15049133292606612,0.15434580154691505,0.001556673961056618,0.14421975094178108
Hedge-Hedge,73,Bank Market,0.95+0.98,0.11667954858071858,0.12076772493503107,0.0012208931949377782,0.11053492362874476
Hedge-Hedge,85,Bank Market,0.95+0.98,0.08292134074623386,0.08724285451208925,0.0008856444907083601,0.07690347165662519
Hedge-Hedge,97,Bank Market,0.95+0.98,0.06561594798039672,0.07005707696911921,0.0007137867152786597,0.061944347990426904
Hedge-Hedge,1,Bank Market,0.9+0.98,0.586405256617291,0.5889781027475254,0.005889781027475254,0.5798583733434534
Hedge-Hedge,13,Bank Market,0.9+0.98,0.12608243915319203,0.13010562253874386,0.0013126023135539644,0.11990250807628733
Hedge-Hedge,25,Bank Market,0.9+0.98,0.11387849156836646,0.11798602888508725,0.0011914063770173983,0.10774438407036663
Hedge-Hedge,37,Bank Market,0.9+0.98,0.05425792003187592,0.052025716860236354,0.0005594381561997363,0.054243916510130795
Hedge-Hedge,49,Bank Market,0.9+0.98,0.048392674448226355,0.04607913547765187,0.0004999723423738914,0.048335382591251475
Hedge-Hedge,61,Bank Market,0.9+0.98,0.04678521518912708,0.04444938491271905,0.00048367483672456324,0.046716059509182895
Hedge-Hedge,73,Bank Market,0.9+0.98,0.0463350908088369,0.04399301847051197,0.00047908111018633815,0.04626261299433053
Hedge-Hedge,85,Bank Market,0.9+0.98,0.046208270041293256,0.043864439026660075,0.00047777084911139543,0.046134856228486204
Hedge-Hedge,97,Bank Market,0.9+0.98,0.04617247662810707,0.04382814925133246,0.0004774010412669237,0.046098798642684014
OGD-OGD,1,Bank Market,0.95+0.98,0.3358828572332997,0.33948686720758303,0.0033948686720758304,0.32964425334873815
OGD-OGD,13,Bank Market,0.95+0.98,0.05024733081254173,0.04795951113282891,0.0005128460727124043,0.05020372721214346
OGD-OGD,25,Bank Market,0.95+0.98,0.04617587188144477,0.0368080504656999,0.00029750667531814256,0.0490139542065669
OGD-OGD,37,Bank Market,0.95+0.98,0.04617587188144477,0.0368080504656999,0.0005389692316807699,0.0490139542065669
OGD-OGD,49,Bank Market,0.95+0.98,0.04617587188144477,0.0368080504656999,0.0005875388425591369,0.0490139542065669
OGD-OGD,61,Bank Market,0.95+0.98,0.017461365196179874,0.020006828902429927,0.00037112949857221085,0.028274837180350204
OGD-OGD,73,Bank Market,0.95+0.98,0.017461365196179874,0.020830776455649156,0.00036936400770501166,0.026894392474077766
OGD-OGD,85,Bank Market,0.95+0.98,0.01611127194885218,0.02189384450859888,0.0004044116873241114,0.02909729403227052
OGD-OGD,97,Bank Market,0.95+0.98,0.012487351546680136,0.024204039836555235,0.00046257206271813913,0.03248134638974428
OGD-OGD,1,Bank Market,0.9+0.98,0.35893520055912714,0.3624443258324151,0.003624443258324151,0.35266822970083644
OGD-OGD,13,Bank Market,0.9+0.98,0.08675859628781235,0.09105358686618376,0.0009166888667392218,0.08072631900930674
OGD-OGD,25,Bank Market,0.9+0.98,0.08087300824175712,0.07075312106637452,0.0005859998247852153,0.08306721038861033
OGD-OGD,37,Bank Market,0.9+0.98,0.08087300824175712,0.07075312106637452,0.0006470147514646761,0.08306721038861033
OGD-OGD,49,Bank Market,0.9+0.98,0.07554934128578421,0.068836907915614,0.0006214593695741159,0.0810501201965661
OGD-OGD,61,Bank Market,0.9+0.98,0.07335898053500528,0.06804850433772976,0.0006081275199046181,0.0802202119352166
OGD-OGD,73,Bank Market,0.9+0.98,0.0727347500026531,0.06782381733813131,0.0006043264152912126,0.0799836965230402
OGD-OGD,85,Bank Market,0.9+0.98,0.07255799971202236,0.06776019742461888,0.0006032500019180788,0.07991672740558402
OGD-OGD,97,Bank Market,0.9+0.98,0.07250804434127067,0.06774221637148835,0.0006029457618147841,0.07989779975867885
Hedge-Hedge,1,Bank Market,0.95+0.99,0.5729641943301909,0.5755923646050536,0.005755923646050536,0.5664338509046198
Hedge-Hedge,13,Bank Market,0.95+0.99,0.08930816165004851,0.09358552958135631,0.0009464694265517318,0.08326631122246687
Hedge-Hedge,25,Bank Market,0.95+0.99,0.08930816165004851,0.09358552958135631,0.0009464694265517318,0.08326631122246687
Hedge-Hedge,37,Bank Market,0.95+0.99,0.07987292364852673,0.07442617265283534,0.0007336475957901847,0.08527953021280671
